"","Name","MinYear","MaxYear","MaxCount","SumCount","Perc"
"992","Deborha",1949,1991,93,1078,0.0862708719851577
"993","Azure",1975,2014,121,1405,0.0861209964412811
"994","Jamiah",1982,2014,164,1905,0.0860892388451444
"995","Lilibeth",1970,2014,113,1314,0.0859969558599696
"996","Josette",1916,2014,502,5844,0.0859000684462697
"997","Shamya",1983,2014,174,2027,0.085841144548594
"998","Shaila",1960,2014,241,2808,0.0858262108262108
"999","Marlee",1915,2014,889,10360,0.0858108108108108
"1000","Kavya",1987,2014,106,1236,0.0857605177993527
"1001","Amya",1995,2014,715,8339,0.0857416956469601
"1002","Britany",1970,2014,534,6230,0.0857142857142857
"1003","Amaiya",1995,2014,116,1354,0.085672082717873
"1004","Amariah",1980,2014,181,2114,0.0856196783349101
"1005","Winter",1954,2014,553,6459,0.0856169685709862
"1006","Alexxis",1987,2014,97,1134,0.0855379188712522
"1007","Dyamond",1985,2014,98,1146,0.0855148342059337
"1008","Chelsi",1969,2014,339,3965,0.0854981084489281
"1009","Gracey",1918,2014,183,2141,0.0854740775338627
"1010","Cailyn",1979,2014,401,4696,0.0853918228279387
"1011","Angeles",1932,2014,253,2963,0.0853864326695916
"1012","Lluvia",1975,2014,237,2778,0.0853131749460043
"1013","Destine",1972,2014,101,1184,0.0853040540540541
"1014","Tasia",1925,2014,341,4001,0.0852286928267933
"1015","Bayley",1982,2014,150,1761,0.0851788756388416
"1016","Latoshia",1965,1996,90,1057,0.0851466414380322
"1017","Sanjana",1990,2014,168,1974,0.0851063829787234
"1018","Alyza",1990,2014,92,1083,0.084949215143121
"1019","Taren",1953,2014,98,1154,0.0849220103986135
"1020","Breona",1978,2014,167,1967,0.0849008642602949
"1021","Amiya",1990,2014,484,5701,0.0848973864234345
"1022","Kelsea",1976,2014,457,5383,0.0848968976407208
"1023","Cameryn",1988,2014,196,2309,0.0848852317020355
"1024","Jamika",1971,2012,117,1379,0.0848440899202321
"1025","Ronisha",1974,2011,119,1403,0.0848182466143977
"1026","Micayla",1980,2014,208,2454,0.084759576202119
"1027","Blake",1951,2014,536,6330,0.0846761453396525
"1028","Lakeesha",1970,2001,116,1370,0.0846715328467153
"1029","Galilea",1993,2014,370,4372,0.0846294602012809
"1030","Mekenzie",1984,2014,87,1029,0.0845481049562682
"1031","Lesha",1955,1999,89,1053,0.0845204178537512
"1032","Jadah",1981,2014,143,1692,0.08451536643026
"1033","Amaia",1993,2014,101,1197,0.0843776106934002
"1034","Laila",1884,2014,2410,28574,0.0843424091831735
"1035","Anahi",1976,2014,1142,13544,0.0843177790903721
"1036","Sarabeth",1941,2014,99,1175,0.0842553191489362
"1037","Shaniah",1990,2014,148,1757,0.0842344906089926
"1038","Phuong",1975,2013,87,1033,0.0842207163601162
"1039","Symphony",1979,2014,136,1615,0.0842105263157895
"1040","Chyenne",1977,2014,113,1342,0.0842026825633383
"1041","Tamica",1967,2003,180,2138,0.0841908325537886
"1042","Aaliya",1988,2014,85,1010,0.0841584158415842
"1043","Shavonda",1964,2002,94,1117,0.0841539838854073
"1044","Lorri",1942,1996,675,8022,0.0841436050860135
"1045","Britani",1975,2014,113,1343,0.0841399851079672
"1046","Jayda",1963,2014,1393,16562,0.0841081994928149
"1047","Genesis",1964,2014,4292,51048,0.0840777307632033
"1048","Shanea",1970,2014,95,1130,0.084070796460177
"1049","Kitana",1994,2014,87,1035,0.0840579710144927
"1050","Makaylah",1992,2014,224,2665,0.0840525328330206
"1051","Caitlan",1983,2012,88,1047,0.0840496657115568
"1052","Camry",1985,2014,98,1166,0.0840480274442539
"1053","Anyah",1988,2014,112,1333,0.0840210052513128
"1054","Aminah",1965,2014,238,2833,0.0840098835157077
"1055","Samiah",1981,2014,98,1167,0.0839760068551842
"1056","Berlin",1918,2014,97,1156,0.0839100346020761
"1057","Shena",1952,2011,197,2349,0.0838654746700724
"1058","Shelbie",1936,2014,450,5366,0.0838613492359299
"1059","Gracyn",1994,2014,232,2768,0.0838150289017341
"1060","Gizelle",1954,2014,206,2458,0.0838079739625712
"1061","Promise",1975,2014,248,2962,0.0837272113436867
"1062","Keilani",1975,2014,148,1768,0.083710407239819
"1063","Emmi",1975,2014,94,1123,0.0837043633125557
"1064","Dynasty",1981,2014,161,1924,0.0836798336798337
"1065","Joseline",1971,2014,277,3312,0.0836352657004831
"1066","Maleah",1956,2014,508,6076,0.0836076366030283
"1067","Tatiyana",1987,2014,173,2070,0.0835748792270531
"1068","Ananda",1968,2014,128,1532,0.0835509138381201
"1069","Christin",1931,2014,925,11072,0.0835440751445087
"1070","Talisa",1959,2014,168,2011,0.0835405271009448
"1071","Mykala",1984,2014,106,1269,0.0835303388494878
"1072","Yaquelin",1980,2014,108,1293,0.0835266821345708
"1073","Aleyah",1991,2014,134,1606,0.0834371108343711
"1074","Jovan",1974,2003,90,1079,0.0834105653382762
"1075","Makala",1971,2014,277,3321,0.0834086118638964
"1076","Haylie",1977,2014,769,9220,0.0834056399132321
"1077","Santana",1910,2014,385,4616,0.0834055459272097
"1078","Adalia",1895,2014,113,1355,0.0833948339483395
"1079","Averi",1969,2014,372,4463,0.0833520053775487
"1080","Gentry",1934,2014,127,1524,0.0833333333333333
"1081","Brianne",1947,2014,1662,19954,0.0832915706124085
"1082","Laynie",1984,2014,91,1093,0.0832570905763952
"1083","Isabella",1880,2014,22883,274913,0.0832372423275727
"1084","Jimena",1966,2014,811,9746,0.0832136261030166
"1085","Selena",1880,2014,3824,45960,0.0832027850304613
"1086","Amelie",1886,2014,462,5553,0.0831982712047542
"1087","Meera",1965,2014,172,2068,0.0831721470019342
"1088","Jaylen",1991,2014,323,3884,0.0831616889804325
"1089","Carsyn",1992,2014,191,2297,0.0831519373095342
"1090","Lahoma",1911,1983,109,1312,0.0830792682926829
"1091","Reece",1994,2014,268,3227,0.0830492717694453
"1092","Harmonie",1974,2014,137,1650,0.083030303030303
"1093","Yara",1969,2014,255,3072,0.0830078125
"1094","Lakesha",1967,2008,678,8168,0.0830068560235064
"1095","Debroah",1948,1990,119,1434,0.0829846582984658
"1096","Ebone",1974,2003,98,1181,0.0829805249788315
"1097","Shylah",1976,2014,114,1374,0.0829694323144105
"1098","Nakesha",1971,2002,87,1050,0.0828571428571429
"1099","Skyy",1987,2014,110,1328,0.0828313253012048
"1100","Mikala",1967,2014,324,3912,0.0828220858895705
"1101","Jakiya",1988,2014,100,1208,0.0827814569536424
"1102","Ryanna",1977,2014,92,1112,0.0827338129496403
"1103","Latavia",1970,2014,188,2273,0.0827100747910251
"1104","Lainey",1968,2014,543,6572,0.0826232501521607
"1105","Jaquelin",1915,2014,297,3595,0.0826147426981919
"1106","Semaj",1974,2014,133,1611,0.0825574177529485
"1107","Nakisha",1971,2012,203,2459,0.082553883692558
"1108","Alivia",1952,2014,1829,22156,0.082551001985918
"1109","Anaiya",1995,2014,130,1575,0.0825396825396825
"1110","Makaylee",1992,2014,102,1236,0.0825242718446602
"1111","Jaqueline",1923,2014,1199,14532,0.0825075695017892
"1112","Calista",1894,2014,490,5948,0.0823806321452589
"1113","Kennedy",1957,2014,4459,54133,0.0823711968669758
"1114","Nikisha",1969,2012,96,1166,0.0823327615780446
"1115","Brookelyn",1979,2014,244,2965,0.0822934232715008
"1116","Isabela",1982,2014,694,8438,0.0822469779568618
"1117","Keylee",1984,2014,106,1289,0.0822342901474011
"1118","Chante",1961,2014,323,3928,0.0822301425661914
"1119","Shai",1968,2014,90,1095,0.0821917808219178
"1120","Amirah",1976,2014,425,5175,0.0821256038647343
"1121","Jia",1976,2014,83,1011,0.0820969337289812
"1122","Jaela",1979,2014,182,2217,0.0820929183581416
"1123","Aditi",1977,2014,221,2697,0.0819428995179829
"1124","Arionna",1989,2014,165,2014,0.0819265143992056
"1125","Marceline",1891,2014,241,2942,0.0819170632222978
"1126","Quiana",1970,2014,322,3931,0.0819129992368354
"1127","Emeli",1986,2014,91,1111,0.0819081908190819
"1128","Mea",1954,2014,112,1368,0.0818713450292398
"1129","Gissell",1979,2014,103,1259,0.0818109610802224
"1130","Rasheeda",1970,2014,138,1687,0.0818020154119739
"1131","Maryn",1967,2014,151,1846,0.0817984832069339
"1132","Jozlyn",1983,2014,82,1003,0.0817547357926221
"1133","Jessa",1918,2014,323,3952,0.0817307692307692
"1134","Roselynn",1936,2014,109,1334,0.0817091454272864
"1135","Alyshia",1970,2014,105,1286,0.0816485225505443
"1136","Jourdan",1980,2014,181,2217,0.0816418583671628
"1137","Keagan",1980,2014,104,1274,0.0816326530612245
"1138","Micheala",1957,2013,115,1409,0.0816181689141235
"1139","Kelsey",1942,2014,11715,143640,0.0815580618212197
"1140","Kathi",1938,2001,824,10110,0.0815034619188922
"1141","Chloee",1990,2014,118,1448,0.0814917127071823
"1142","Liset",1967,2013,83,1019,0.0814524043179588
"1143","Laya",1964,2014,82,1007,0.0814299900695134
"1144","Kiarra",1981,2014,291,3574,0.0814213766088416
"1145","Sylvie",1909,2014,226,2776,0.0814121037463977
"1146","Dominque",1965,2013,315,3871,0.081374321880651
"1147","Liyah",1994,2014,120,1475,0.0813559322033898
"1148","Ariyanna",1993,2014,167,2053,0.0813443740867024
"1149","Araya",1979,2014,149,1832,0.0813318777292576
"1150","Eden",1943,2014,2117,26031,0.0813261111751373
"1151","Mykenzie",1992,2014,83,1021,0.0812928501469148
"1152","Hallee",1971,2014,86,1058,0.0812854442344045
"1153","Trinity",1921,2014,5630,69270,0.0812761657283095
"1154","Siena",1965,2014,485,5970,0.0812395309882747
"1155","Tayler",1978,2014,871,10725,0.0812121212121212
"1156","Anahy",1989,2014,94,1158,0.0811744386873921
"1157","Debora",1915,2014,2367,29171,0.081142230297213
"1158","Jamaria",1989,2014,85,1048,0.0811068702290076
"1159","Alexius",1978,2014,121,1492,0.0810991957104558
"1160","Saige",1984,2014,478,5903,0.0809757750296459
"1161","Sommer",1966,2014,464,5732,0.0809490579204466
"1162","Ainsley",1961,2014,998,12330,0.080940794809408
"1163","Jules",1987,2014,87,1076,0.0808550185873606
"1164","Kyah",1978,2014,165,2041,0.0808427241548261
"1165","Akira",1973,2014,423,5234,0.080817730225449
"1166","Joslynn",1952,2014,209,2588,0.0807573415765069
"1167","Krystal",1946,2014,5936,73539,0.0807190742327201
"1168","Aislyn",1979,2014,97,1202,0.0806988352745424
"1169","Citlali",1979,2014,272,3373,0.0806403794841388
"1170","Leyla",1957,2014,446,5533,0.0806072654979216
"1171","Makiya",1988,2014,206,2556,0.0805946791862285
"1172","Randall",1929,2004,93,1155,0.0805194805194805
"1173","Shreya",1980,2014,314,3901,0.0804921814919251
"1174","Jaina",1963,2014,112,1392,0.0804597701149425
"1175","Korie",1960,2014,150,1865,0.0804289544235925
"1176","Kameryn",1988,2014,137,1705,0.0803519061583578
"1177","Analiese",1976,2014,110,1369,0.0803506208911614
"1178","Brandice",1970,2011,83,1033,0.0803484995159729
"1179","Mattison",1988,2014,157,1954,0.0803480040941658
"1180","Charlie",1881,2014,1432,17826,0.0803320991809716
"1181","Courtnee",1974,2014,128,1594,0.0803011292346299
"1182","Kenisha",1973,2014,313,3898,0.0802975885069266
"1183","Alanis",1995,2014,182,2267,0.0802823114247905
"1184","Kyara",1980,2014,228,2840,0.0802816901408451
"1185","Reilly",1978,2014,379,4723,0.0802456066059708
"1186","Tameka",1965,2011,1021,12724,0.0802420622445772
"1187","Leeah",1977,2014,82,1022,0.0802348336594912
"1188","Dayanna",1984,2014,199,2481,0.0802095929060863
"1189","Payton",1966,2014,3643,45424,0.0801998943289891
"1190","Yaritza",1969,2014,509,6347,0.0801953678903419
"1191","Jaylyn",1960,2014,376,4689,0.0801876732778844
"1192","Lashon",1957,2007,123,1534,0.0801825293350717
"1193","Kanika",1973,2014,95,1186,0.0801011804384486
"1194","Dayana",1970,2014,777,9712,0.080004118616145
"1195","Lakeysha",1970,2005,98,1225,0.08
"1196","Chloie",1881,2014,111,1388,0.079971181556196
"1197","Ysabella",1991,2014,110,1376,0.0799418604651163
"1198","Jakayla",1988,2014,451,5643,0.0799220272904483
"1199","Kathia",1954,2014,99,1239,0.0799031476997579
"1200","Lecia",1944,2010,93,1164,0.0798969072164948
"1201","Yarely",1987,2014,213,2672,0.0797155688622754
"1202","Dustin",1968,2009,110,1380,0.0797101449275362
"1203","Jiselle",1983,2014,136,1707,0.0796719390743995
"1204","Mendy",1954,2009,172,2160,0.0796296296296296
"1205","Armoni",1992,2014,90,1131,0.0795755968169761
"1206","Jazlyn",1981,2014,859,10796,0.0795665061133753
"1207","Nakiyah",1993,2014,81,1019,0.0794896957801766
"1208","Vienna",1882,2014,253,3185,0.0794348508634223
"1209","Kathey",1938,1977,127,1599,0.0794246404002502
"1210","Danica",1916,2014,1107,13945,0.0793832915023306
"1211","Yamilet",1975,2014,310,3908,0.0793244626407369
"1212","Anaya",1978,2014,733,9242,0.0793118372646613
"1213","Mayah",1988,2014,146,1841,0.0793047256925584
"1214","Aryanna",1988,2014,569,7175,0.0793031358885017
"1215","Cindy",1886,2014,20257,255486,0.0792881018920802
"1216","Jaylin",1982,2014,539,6800,0.0792647058823529
"1217","Makenzi",1984,2014,238,3003,0.0792540792540792
"1218","Aisha",1950,2014,1540,19434,0.0792425645775445
"1219","Abygail",1974,2014,179,2262,0.0791335101679929
"1220","Sela",1950,2014,81,1024,0.0791015625
"1221","Asiah",1979,2014,118,1492,0.0790884718498659
"1222","Ananya",1995,2014,214,2706,0.0790835181079084
"1223","Madisen",1986,2014,378,4782,0.0790464240903388
"1224","Tesla",1985,2014,145,1835,0.0790190735694823
"1225","Sparkle",1948,2014,124,1571,0.0789306174411203
"1226","Ariyana",1991,2014,206,2611,0.0788969743393336
"1227","Zaina",1982,2014,125,1586,0.0788146279949559
"1228","Aislynn",1977,2014,121,1536,0.0787760416666667
"1229","Raegan",1963,2014,1081,13734,0.0787097713703218
"1230","Alaysha",1987,2014,109,1385,0.0787003610108303
"1231","Aaliyah",1976,2014,5495,69833,0.0786877264330617
"1232","Telisha",1968,2007,93,1182,0.0786802030456853
"1233","Dulce",1914,2014,1283,16308,0.078673043904832
"1234","Malerie",1983,2014,88,1120,0.0785714285714286
"1235","Sariah",1969,2014,494,6288,0.0785623409669211
"1236","Mykayla",1989,2014,192,2446,0.0784955028618152
"1237","Marni",1946,2014,253,3224,0.0784739454094293
"1238","Elora",1898,2014,234,2982,0.0784708249496982
"1239","Raleigh",1923,2014,120,1530,0.0784313725490196
"1240","Kelcey",1958,2014,161,2053,0.0784218217243059
"1241","Tesia",1960,2013,83,1059,0.0783758262511804
"1242","Makenzy",1991,2014,100,1276,0.0783699059561129
"1243","Bailie",1984,2014,121,1545,0.0783171521035599
"1244","Ellis",1883,2014,234,2988,0.0783132530120482
"1245","Chastity",1969,2014,749,9572,0.0782490597576264
"1246","Miah",1974,2014,496,6340,0.0782334384858044
"1247","Kyndall",1964,2014,341,4361,0.0781930749828021
"1248","Elle",1976,2014,822,10515,0.0781740370898716
"1249","Madyson",1985,2014,902,11540,0.0781629116117851
"1250","Joceline",1984,2014,117,1497,0.0781563126252505
"1251","Jacob",1911,2014,171,2188,0.0781535648994515
"1252","Neida",1922,2014,142,1818,0.0781078107810781
"1253","Annalise",1965,2014,693,8875,0.0780845070422535
"1254","Brooklynne",1981,2014,125,1601,0.0780762023735165
"1255","Ashely",1970,2014,499,6392,0.0780663329161452
"1256","Tahlia",1976,2014,167,2140,0.0780373831775701
"1257","Bayleigh",1989,2014,270,3461,0.0780121352210344
"1258","Kaelyn",1959,2014,994,12746,0.0779852502745959
"1259","Laraine",1913,2012,268,3437,0.0779749781786442
"1260","Kambria",1969,2014,98,1257,0.0779634049323787
"1261","Venetia",1916,2012,99,1270,0.0779527559055118
"1262","Makyla",1982,2014,160,2055,0.0778588807785888
"1263","Shanee",1964,2011,117,1503,0.0778443113772455
"1264","Meagen",1970,2009,92,1182,0.077834179357022
"1265","Sofie",1896,2014,253,3253,0.0777743621272671
"1266","Harleigh",1989,2014,206,2650,0.0777358490566038
"1267","Gwenyth",1921,2014,176,2265,0.0777041942604857
"1268","Lakendra",1970,2014,177,2278,0.0776997366110623
"1269","Damita",1950,2010,117,1506,0.0776892430278884
"1270","Alondra",1959,2014,2720,35025,0.0776588151320485
"1271","Danika",1966,2014,709,9133,0.0776305704587759
"1272","Jalyn",1955,2014,355,4574,0.0776125929164845
"1273","Jannah",1970,2014,110,1418,0.077574047954866
"1274","Meadow",1914,2014,380,4899,0.0775668503776281
"1275","Frida",1892,2014,407,5248,0.0775533536585366
"1276","Michayla",1986,2014,102,1316,0.0775075987841945
"1277","Brooklin",1985,2014,135,1742,0.0774971297359357
"1278","Sophia",1880,2014,22267,287379,0.0774830450380856
"1279","Shiloh",1969,2014,506,6533,0.0774529312720037
"1280","Mia",1933,2014,13442,173551,0.0774527372357405
"1281","Justyce",1993,2014,131,1692,0.0774231678486998
"1282","Ireland",1993,2014,345,4459,0.0773716079838529
"1283","Madysen",1990,2014,193,2495,0.0773547094188377
"1284","Leesa",1946,2014,318,4112,0.0773346303501946
"1285","Abbygail",1982,2014,235,3039,0.077328068443567
"1286","Analee",1919,2014,116,1501,0.0772818121252498
"1287","Ameerah",1976,2014,117,1514,0.0772787318361955
"1288","Giavanna",1976,2014,269,3482,0.0772544514646755
"1289","Rianna",1976,2014,271,3508,0.0772519954389966
"1290","Laci",1962,2014,685,8869,0.0772353140151088
"1291","Zakiyah",1976,2014,108,1399,0.0771979985704074
"1292","Markeisha",1973,2014,100,1296,0.0771604938271605
"1293","Halle",1948,2014,971,12589,0.0771308285010724
"1294","Ajah",1978,2014,97,1258,0.0771065182829889
"1295","Mikayla",1970,2014,3858,50041,0.0770967806398753
"1296","Kaelin",1981,2014,196,2543,0.0770743216673221
"1297","Elwanda",1920,1977,98,1272,0.0770440251572327
"1298","Jerika",1978,2014,106,1376,0.0770348837209302
"1299","Pa",1979,2006,103,1338,0.0769805680119581
"1300","Fiona",1942,2014,1636,21258,0.0769592623953335
"1301","Reagan",1956,2014,3083,40076,0.0769288352130951
"1302","Yenifer",1989,2014,80,1042,0.0767754318618042
"1303","Guinevere",1912,2014,161,2098,0.0767397521448999
"1304","Aiyana",1975,2014,540,7038,0.0767263427109974
"1305","Ally",1985,2014,636,8290,0.0767189384800965
"1306","Emmaleigh",1986,2014,142,1852,0.0766738660907127
"1307","Delainey",1990,2014,93,1213,0.0766694146743611
"1308","Makena",1984,2014,380,4958,0.0766438079870916
"1309","Miesha",1970,2014,187,2440,0.0766393442622951
"1310","Martine",1894,2012,203,2649,0.076632691581729
"1311","Debera",1944,1980,96,1253,0.0766161213088587
"1312","Sianna",1978,2014,95,1241,0.0765511684125705
"1313","Arielle",1962,2014,1630,21307,0.0765006805275262
"1314","Myranda",1968,2014,350,4579,0.0764359030355973
"1315","Kennady",1993,2014,108,1413,0.0764331210191083
"1316","Baylie",1984,2014,234,3062,0.0764206401045069
"1317","Jania",1952,2014,194,2540,0.0763779527559055
"1318","Nalani",1946,2014,222,2907,0.0763673890608875
"1319","Shari",1927,2014,3117,40836,0.0763297090802233
"1320","Elijah",1926,2014,77,1009,0.0763131813676908
"1321","Arieanna",1990,2014,82,1075,0.0762790697674419
"1322","Sakura",1970,2014,87,1142,0.0761821366024518
"1323","Allee",1907,2014,79,1037,0.0761812921890068
"1324","Tylee",1972,2014,79,1037,0.0761812921890068
"1325","Shianne",1973,2014,280,3676,0.0761697497279652
"1326","Jocelynn",1955,2014,393,5161,0.0761480333268746
"1327","Vanna",1905,2014,111,1458,0.0761316872427984
"1328","Raya",1958,2014,197,2589,0.0760911548860564
"1329","Samara",1949,2014,945,12424,0.0760624597553123
"1330","Spring",1951,2014,250,3287,0.076057195010648
"1331","Kristy",1941,2014,5332,70109,0.0760530031807614
"1332","Carole",1901,2014,8408,110600,0.0760216998191682
"1333","Joselynn",1984,2014,81,1066,0.075984990619137
"1334","Eternity",1990,2014,103,1356,0.0759587020648968
"1335","Ela",1887,2014,117,1541,0.0759247242050616
"1336","Melania",1913,2014,128,1686,0.0759193357058126
"1337","Justice",1972,2014,1046,13778,0.0759181303527362
"1338","Elina",1896,2014,232,3056,0.0759162303664921
"1339","Alexander",1909,2014,331,4362,0.0758826226501605
"1340","Taliyah",1994,2014,457,6024,0.075863213811421
"1341","Raizy",1957,2014,114,1503,0.0758483033932136
"1342","Niesha",1969,2012,165,2176,0.0758272058823529
"1343","Jakira",1983,2014,87,1148,0.0757839721254355
"1344","Rhyan",1978,2014,141,1861,0.0757657173562601
"1345","Pricila",1980,2014,82,1083,0.0757156048014774
"1346","Robbin",1933,2014,648,8566,0.0756479103432174
"1347","Nathalia",1899,2014,346,4576,0.0756118881118881
"1348","Kym",1950,2003,98,1297,0.0755589822667695
"1349","Jaida",1977,2014,598,7917,0.0755336617405583
"1350","Liz",1930,2014,664,8791,0.0755317938801047
"1351","Melaina",1964,2014,78,1033,0.0755082284607938
"1352","Cheyenne",1946,2014,4866,64493,0.07545004884251
"1353","Myeisha",1973,2012,82,1087,0.0754369825206992
"1354","Caylie",1984,2014,106,1406,0.0753911806543385
"1355","Bobbiejo",1964,2008,76,1009,0.0753221010901883
"1356","Zaria",1982,2014,568,7541,0.0753215753878796
"1357","Cristian",1972,2013,83,1102,0.0753176043557169
"1358","Lashaunda",1967,2004,107,1421,0.0752990851513019
"1359","Lasonya",1958,2003,128,1700,0.0752941176470588
"1360","Sharae",1962,2014,96,1275,0.0752941176470588
"1361","Andi",1944,2014,255,3388,0.0752656434474616
"1362","Alanah",1984,2014,223,2966,0.0751854349291976
"1363","Gianna",1951,2014,4061,54027,0.075166120643382
"1364","Trish",1946,2014,229,3048,0.0751312335958005
"1365","Morganne",1979,2013,87,1158,0.0751295336787565
"1366","Kaylei",1986,2014,128,1704,0.0751173708920188
"1367","Amaya",1972,2014,1768,23544,0.0750934420659191
"1368","Tanasia",1978,2014,90,1199,0.0750625521267723
"1369","Porsha",1963,2014,296,3945,0.0750316856780735
"1370","Mekayla",1985,2014,118,1573,0.0750158931977114
"1371","Leyna",1978,2014,117,1560,0.075
"1372","Jennafer",1964,2009,81,1080,0.075
"1373","Tracye",1955,1987,81,1080,0.075
"1374","Misty",1944,2014,6314,84250,0.0749436201780415
"1375","Sumaya",1969,2014,94,1255,0.0749003984063745
"1376","Soleil",1981,2014,202,2697,0.074898034853541
"1377","Aime",1961,2014,123,1643,0.0748630553864881
"1378","Kiarah",1989,2014,81,1082,0.0748613678373383
"1379","Fallon",1981,2014,611,8162,0.07485910316099
"1380","Karsen",1989,2014,97,1296,0.0748456790123457
"1381","Cortney",1963,2014,1261,16850,0.0748367952522255
"1382","Latosha",1962,2012,482,6441,0.0748331004502406
"1383","Hali",1950,2014,325,4344,0.0748158379373849
"1384","Antonella",1954,2014,216,2888,0.074792243767313
"1385","Jaycee",1968,2014,569,7611,0.0747602154775982
"1386","Cera",1979,2014,98,1311,0.0747520976353928
"1387","Izabela",1987,2014,95,1272,0.074685534591195
"1388","Tyler",1928,2014,1183,15850,0.0746372239747634
"1389","Jonae",1965,2014,75,1005,0.0746268656716418
"1390","Keasia",1991,2014,113,1515,0.0745874587458746
"1391","Lisbeth",1911,2014,409,5485,0.074567000911577
"1392","Zainab",1957,2014,301,4038,0.0745418524021793
"1393","Annalyse",1987,2014,89,1194,0.0745393634840871
"1394","Kyndal",1969,2014,275,3690,0.0745257452574526
"1395","Mandie",1885,2014,200,2684,0.0745156482861401
"1396","Sherelle",1943,2003,76,1020,0.0745098039215686
"1397","Jaye",1927,2014,173,2322,0.074504737295435
"1398","Shaquita",1970,2005,178,2391,0.0744458385612714
"1399","Danasia",1988,2014,94,1263,0.0744259699129058
"1400","Harlee",1950,2014,300,4031,0.0744232200446539
"1401","August",1914,2014,230,3092,0.074385510996119
"1402","Rylee",1980,2014,2974,40013,0.0743258441006673
"1403","Breasia",1992,2014,87,1171,0.0742954739538856
"1404","Anabell",1922,2014,94,1266,0.0742496050552923
"1405","Shakera",1972,2012,102,1374,0.074235807860262
"1406","Rayne",1945,2014,334,4501,0.0742057320595423
"1407","Mandy",1880,2014,3107,41875,0.0741970149253731
"1408","Tegan",1957,2014,350,4718,0.0741839762611276
"1409","Vianney",1980,2014,142,1915,0.0741514360313316
"1410","Kelcie",1947,2014,228,3075,0.0741463414634146
"1411","Nyla",1915,2014,1074,14485,0.0741456679323438
"1412","Amira",1963,2014,762,10282,0.0741100953121961
"1413","Taya",1961,2014,364,4913,0.0740891512314268
"1414","Sahara",1964,2014,248,3348,0.0740740740740741
"1415","Riya",1990,2014,291,3929,0.0740646474930008
"1416","Traci",1945,2014,3855,52060,0.0740491740299654
"1417","Alethea",1892,2014,322,4349,0.0740400091975167
"1418","Dejanae",1987,2014,75,1013,0.0740375123395854
"1419","Jazzmin",1980,2014,161,2176,0.0739889705882353
"1420","Briona",1979,2014,122,1649,0.0739842328684051
"1421","Sierrah",1986,2014,81,1095,0.073972602739726
"1422","Deborah",1880,2014,54677,739273,0.0739604990308046
"1423","Maddison",1985,2014,1163,15728,0.0739445574771109
"1424","Tamia",1947,2014,833,11276,0.0738737140830082
"1425","Maryam",1946,2014,490,6633,0.0738730589476858
"1426","Jadelyn",1968,2014,121,1639,0.0738255033557047
"1427","Marquisha",1972,2011,97,1314,0.073820395738204
"1428","Arriana",1988,2014,102,1382,0.0738060781476122
"1429","Rylie",1983,2014,1063,14404,0.0737989447375729
"1430","Zoee",1991,2014,115,1559,0.0737652341244387
"1431","Alessia",1967,2014,198,2685,0.0737430167597765
"1432","Kaliah",1978,2014,107,1451,0.0737422467263956
"1433","Kyleigh",1978,2014,1169,15853,0.0737399861225005
"1434","Tracy",1884,2014,18467,250497,0.0737214417737538
"1435","Chelsy",1971,2014,225,3053,0.07369800196528
"1436","Aleah",1961,2014,808,10965,0.0736890104879161
"1437","Baily",1984,2014,94,1277,0.0736100234925607
"1438","Aiesha",1971,2014,91,1237,0.0735650767987066
"1439","Madelynn",1920,2014,862,11718,0.0735620413039768
"1440","Sheyenne",1977,2014,103,1401,0.0735189150606709
"1441","Kaia",1955,2014,558,7591,0.0735081016993809
"1442","Carson",1947,2014,447,6081,0.0735076467686236
"1443","Keiry",1985,2014,94,1279,0.073494917904613
"1444","Tala",1953,2014,136,1851,0.0734737979470556
"1445","Britney",1968,2014,2496,33992,0.0734290421275594
"1446","Shanika",1970,2013,410,5585,0.0734109221128021
"1447","Lisset",1967,2014,104,1417,0.073394495412844
"1448","Giana",1963,2014,513,6990,0.0733905579399142
"1449","Alyx",1978,2014,78,1063,0.0733772342427093
"1450","Iyana",1976,2014,321,4375,0.0733714285714286
"1451","Harlene",1915,2001,81,1104,0.0733695652173913
"1452","Audrianna",1980,2014,274,3735,0.0733601070950469
"1453","Leisha",1956,2014,144,1963,0.0733571064696893
"1454","Kamryn",1974,2014,1269,17308,0.0733186965565057
"1455","Zarah",1969,2014,97,1323,0.073318216175359
"1456","Janely",1985,2014,114,1555,0.0733118971061093
"1457","Yuliana",1981,2014,365,4979,0.0733078931512352
"1458","Cheyanna",1977,2014,103,1406,0.0732574679943101
"1459","Jayde",1976,2014,407,5556,0.0732541396688265
"1460","Nikia",1971,2014,272,3714,0.0732364028002154
"1461","Zahra",1973,2014,292,3989,0.0732013035848584
"1462","Sicily",1973,2014,74,1011,0.0731948565776459
"1463","Jordon",1978,2014,133,1818,0.0731573157315732
"1464","Vivianna",1962,2014,191,2611,0.0731520490233627
"1465","Rashel",1964,2014,80,1094,0.0731261425959781
"1466","Tonja",1940,2005,511,6989,0.0731148948347403
"1467","Jocelin",1966,2014,180,2463,0.0730816077953715
"1468","Maizie",1891,2014,92,1259,0.0730738681493249
"1469","Nichelle",1961,2014,395,5407,0.0730534492324764
"1470","Tiesha",1967,2011,208,2848,0.0730337078651685
